sentence,relation,head,head_offset,tail,tail_offset
“陕西气象”是陕西省气象局官方气象服务客户端，面向陕西省气象局提供决策和公众用户提供气象服务；“陕西气象”是陕西省气象局统一领导建设的移动气象服务及决策平台，除了满足决策领导以及专业气象人员对气象相关决策信息的准确、便捷获取需求，更贴合人民群众，通过整合天气热点、预警、预报、动态、用户管理、我的应用，从不同维度打造精确、准时的天气服务。~,应用平台,陕西气象,1,移动气象服务及决策平台,67
最美课本是国内领先的融合化在线教育平台，我们通过美育赋能传统的课本内容，运用传统艺术、现代艺术、非遗、儿童舞台剧等近百种艺术表现形式精心制作同步教材视频，提供课文朗读、知识点讲解、跟读测评、课后练习等内容，同时提供中英文双语配音识别和纠错功能，利用AI技术记录学习过程、汇总学习数据生成学情分析报告，达到掌握知识、快乐学习的目的。~,应用平台,最美课本,0,融合化在线教育平台,10
钱盒是一款专业服务于商户的生意助手软件，让商户随时随地做生意，我们提升商户消费成功率，扩展消费群体，提供急需的增值服务。~我司首创音频双向通信技术和安全信息加密技术，拥有自主知识产权，并切实符合银联规范，提供一种新型、便捷、安全的移动支付服务平台。~,应用平台,钱盒,0,动支付服务平台。,116
“今日铜鼓”客户端是中共宜春市铜鼓县委、铜鼓县人民政府官方的移动网络媒体运营播控平台，由中共铜鼓县委宣传部主管，铜鼓县融媒体中心主办，是一款集视频点播、图文资讯、生活服务、多频互动、现场报道等功能为一体的新媒体手机APP。~,应用平台,今日铜鼓,1,移动网络媒体运营播控平台,30
“画屏分宜”是由中共分宜县委分宜县人民政府打造，分宜县委宣传部主管，分宜县融媒体中心主办的一个全新宣传阵地，是移动党端，是手机上的党报党台。,开发者,“画屏分宜,0,中共分宜县委分宜县人民政府,8
56114物流管家为物流公司提供高效便捷管理，主要功能包括：新建运单，运单装载，车辆调度，运单发车，运单到达，运单签收，运单结算，财务管理，运单打印等。,所属公司,56114物流管家,0,物流公司,10
"幸福日历,一款有趣高效的时间管理工具!愿与时间做朋友。【日程计划】日程计划，工作提醒，待办不遗漏。【日历专属】专属定制，标记你所想知道的。【日程共享】多人共享，高效协同，提高效率。",交互模式,幸福日历,0,多人共享,75
e约车是国网电动汽车公司打造的集出行服务、车辆管理、资讯周边于一体出行服务平台，平台集网约、分时、长租、短租、调度、商城等于一体，满足了企业多样化的出行服务及精益化的车辆管理需求，为企业公务出行社会化、企业车辆管理透明化提供支撑。~,所属公司,e约车,0,国网电动汽车公司,4
学浪是全新打造的课程服务平台，在这里可以学习技能、提分考证、拓宽视野，给你的成长加油助力。~【课程特色】1、直播互动课堂，实时举手上台，真实还原线下教学，让你的学习更有效率。~2、精品录播课程，海量干货知识，等你来发现。~3、口碑名师打造优质课程，助你扫平知识盲区。~4、课前提醒，课后回放，社群互动，为你提供全面课程体验。~联系我们：xuelanglearning@bytedance.com,应用平台,学浪,0,课程服务平台,8
金千枝平台APP是专门针对金千枝珠宝管理平台JMP而定制开发的一套软件，可以实现随时随地查询珠宝门店数据信息，管控门店首饰、会员等，多人同时盘点，对人工操作上也有很大的优化。,应用平台,金千枝平台APP,0,金千枝珠宝管理平台J,13
"固安云社区，给您提供社区服务的生活类应用，帮您让生活变的更简单。这里应有尽有的社区服务：物业服务、公告，家政、维修等。同时更有同城类服务：房屋租售,二手物品等，让56万固安人的生活更方便。",用户数量,固安云社区,0,56万,81
公益中国网创办于2006年，是中国第一家综合性公益门户网站，开创了中国网络公益的先河。~公益中国网的上线，引领了网络公益的兴起，掀起了网络公益的热潮。~公益中国网在线上网络平台建设的同时，公益中国网还坚持开展线下公益主题活动，凝聚各方公益力量，让公益行为落实到实处。~在后移动互联网时代，公益中国网经过审时度势，经过千呼万唤，推出移动应用。~在这里，您可以浏览公益资讯、观看公益视频、报名参加志愿者。~,发布时间,公益中国网,0,2006年,8
津抖云短视频平台，以“精选、原创、聚合”为主旨，为用户提供国内外优质原创短视频内容，打造用户短视频“社区”。~主打UGC短视频社区，利用推荐算法，给用户推荐优质、喜爱的内容，支持用户通过评论、私信、话题、合拍等形式进行互动，最终通过人与人之间的关注，形成短视频社区。~,交互模式,津抖云短视频,0,短视频,36
“悦服务”APP是南都物业自主研发的，致力为南都物业员工打造便捷的物业工作平台。~“悦服务”APP将助力南都物业服务再升级、提高业主满意度，让物业员工方便高效的工作，为实现构建新型邻里关系以及创建智慧社区奠定基础。~本次是之前版本的升级，做了如下增加新功能升级内容：1.新增二维码巡更功能2.已知问题修复,应用平台,“悦服务”APP,0,物业工作平台,33
蜂鸟部落是一款覆盖衣食住行吃喝玩乐的会员制爆款导购APP；依托于各大电商平台，采用专利爆款+电商CPS+品牌直供的模式，为会员提供美妆个护、居家日用、数码家电、食品生鲜、服饰鞋包、海淘尖货等上万种正品货源，帮助会员买到最具性价比的网购商品，并提供上万种商品优惠券，一站式满足会员生活优惠所需。~,应用平台,蜂鸟部落,0,电商平台,34
幸福齐河是由山东宇天网络科技有限公司开发并运营的齐河本土O2O电子商务平台，在齐河，一个平台可以满足您所有的需求，我们为您提供外卖，跑腿，团购，拼单，生鲜蔬果，鲜花，日用百货，母婴，月嫂保姆，上门维修，求职，招聘，等服务，全方位覆盖你日常生活的方方面面，实现一款APP满足齐河人民生活的多元化需求！,应用平台,幸福齐河,0,本土O2O电子商务平台,26
华数TV视频客户端，全站无广告，无插件！汇聚全网高清电影、电视剧、综艺、MV、新闻…你想看的，一点就播！更有数十路高清电视直播频道、私家频道和轮播频道，让您便捷、方便一网打尽！,交互模式,华数TV视频,0,电影、电视剧、综艺、MV、新闻,26
橙色云会议，是一款易于使用的音视频会议应用程序，可以方便快捷加入一个多人的会议，实时面对面进行沟通交谈，屏幕共享、白板协作、视频高清流畅，随时随地即时通讯，打造多维互动协同会议平台。,交互模式,橙色云会议,0,音视频,14
东方期货——一个功能全面，为投资而生的财经行情辅助手机平台。~动态实时查看，行情轻松概览。~集资讯、数据、工具于一体，让用户尽享专业的精彩体验。~福利专区：现金红包等你来拿！功能亮点：1.互动评论，观点交锋，围观财经新鲜事。~2.一键收藏，将自己感兴趣的内容保存到本地3.频道分类，点击你想了解的内容，方便快捷,应用平台,东方期货,0,手机平台,25
风韵出行APP是面向全国乘客提供城际拼车、城内打车、公务用车和旅游专线等服务的叫车软件，旨在为乘客提供安全、舒适、方便、快捷、经济、尊享“六位一体”的出行服务。~APP由武汉风韵出行信息科技有限公司研发，三证齐全，合规合法。~,所属公司,风韵出行,0,汉风韵出行信息科技有限公司研,86
1、阳泉公交通是阳泉公交面向公众出行而推出的实时信息互动掌上平台，其主要致力于为移动用户提供实时交通信息。~2、它有掌上公交电子站牌、公交车到离站提醒、线路信息、乘车方案指导、周边地图服务、资讯推送及意见反馈等功能。~3、公众可查询到公交车距离任意站台有多远；并且可为您提供更快捷、少换乘、少步行等多种交通方案，让您随时随地能获知阳泉公交各种静动态营运信息，实现阳泉公交与你零距离！,应用平台,阳泉公交通,2,实时信息互动掌上平台,22
